,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
792,6234-1,3/20/2016,Michael Kennedy,"3 Orwell St,Potts Point",Sydney,Corporate,Not Specified,Wirebound Voice Message Log Book,Office Supplies,2.9,4.76,1.86,23,109.48,5,5.47,104.01,0.88,104.89
793,6235-1,3/21/2016,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,Corporate,Medium,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,2,41.98,7,2.94,39.04,4.81,43.85
794,6237-1,3/25/2016,Toby Knight,"Crown Complex,Southbank",Melbourne,Corporate,Not Specified,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,28,105.84,0,0.0,105.84,0.71,106.55
795,6238-1,3/26/2016,Nick Crebassa,"2a/285A Crown St,Surry Hills",Sydney,Corporate,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,45,255.6,1,2.56,253.04,3.6,256.64
796,6240-1,3/26/2016,Cyma Kinney,10 Lake Street,Perth,Small Business,Critical,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,8,20.88,2,0.42,20.46,0.5,20.96
797,6242-1,3/27/2016,Craig Leslie,"10 Bligh St,Melbourne",Melbourne,Consumer,High,Cando PC940 Copier,Technology,216.0,449.99,233.99,49,22049.51,6,1322.97,20726.54,24.49,20751.03
798,6243-1,3/27/2016,Deirdre Greer,"33/4 Barangaroo Avenue,Sydney",Sydney,Home Office,Low,Cando S750 Color Inkjet Printer,Technology,75.0,120.97,45.97,42,5080.74,0,0.0,5080.74,26.3,5107.04
799,6244-1,3/29/2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,Corporate,Critical,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,45,584.1,5,29.21,554.9,3.14,558.04
800,6246-1,3/29/2016,Alan Dominguez,"60 Commercial Rd,Prahran",Melbourne,Corporate,Low,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,42,129.36,9,11.64,117.72,0.99,118.71
801,6248-1,3/30/2016,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,Corporate,Not Specified,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,2,4.16,1,0.04,4.12,2.56,6.68
802,6250-1,4/2/2016,Hunter Glantz,"152 Bunnerong Road,Eastgardens",Sydney,Corporate,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,16,358.08,9,32.23,325.85,15.1,340.95
803,6252-1,4/3/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,Small Business,Low,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,40,50.4,4,2.02,48.38,0.7,49.08
804,6254-1,4/5/2016,Adrian Shami,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Low,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,4.1,9.31,5.21,35,325.85,5,16.29,309.56,3.98,313.54
805,6256-1,4/6/2016,Emily Grady,14 Money Street,Perth,Home Office,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,10,27.8,1,0.28,27.52,1.34,28.86
806,6257-1,4/10/2016,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,Small Business,Critical,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,35,699.3,10,69.93,629.37,4.0,633.37
807,6258-1,4/11/2016,Barry Weirich,"1/20 Pendal Lane, Perth",Sydney,Corporate,Not Specified,Artisan Hole Reinforcements,Office Supplies,3.99,6.23,2.24,21,130.83,5,6.54,124.29,6.97,131.26
808,6260-1,4/11/2016,Berenike Kampe,"6 Brookman Street, Perth",Melbourne,Corporate,Critical,Colored Push Pins,Office Supplies,0.92,1.81,0.89,22,39.82,9,3.58,36.24,1.56,37.8
809,6261-1,4/11/2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,34,144.84,3,4.35,140.49,1.2,141.69
810,6263-1,4/13/2016,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,Corporate,Critical,Cando PC940 Copier,Technology,278.99,449.99,171.0,43,19349.57,6,1160.97,18188.6,49.0,18237.6
811,6264-1,4/17/2016,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,1.05,1.95,0.9,23,44.85,9,4.04,40.81,1.63,42.44
812,6266-1,4/18/2016,Don Weiss,"79 Elliott St,Balmain",Sydney,Corporate,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,14,1917.72,0,0.0,1917.72,24.49,1942.21
813,6266-2,4/18/2016,Don Weiss,"79 Elliott St,Balmain",Sydney,Corporate,Medium,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,3,4.44,10,0.44,4.0,0.7,4.7
814,6269-1,4/23/2016,Cindy Chapman,101 Murray Street,Perth,Corporate,Not Specified,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,11,13.86,0,0.0,13.86,0.7,14.56
815,6270-1,4/23/2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,Home Office,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,21.56,36.55,14.99,17,621.35,9,55.92,565.43,13.89,579.32
816,6272-1,4/23/2016,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,Consumer,Not Specified,Smiths Gold Paper Clips,Office Supplies,1.82,2.98,1.16,32,95.36,1,0.95,94.41,1.58,95.99
817,6273-1,4/24/2016,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,Home Office,High,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,32,112.64,7,7.88,104.76,6.83,111.59
818,6274-1,4/25/2016,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,Home Office,Not Specified,TechSavi Access Keyboard,Technology,8.31,15.98,7.67,18,287.64,10,28.76,258.88,6.5,265.38
819,6275-1,4/25/2016,Stuart Van,"Westfield Sydney,Sydney",Sydney,Consumer,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,37,200.91,9,18.08,182.83,0.95,183.78
820,6276-1,4/27/2016,Valerie Takahito,"Crown Complex,Southbank",Melbourne,Consumer,High,Colored Envelopes,Office Supplies,2.25,3.69,1.44,46,169.74,4,6.79,162.95,2.5,165.45
821,6278-1,5/1/2016,Sally Knutson,32/82 King Street,Perth,Consumer,Not Specified,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,45,129.6,2,2.59,127.01,1.49,128.5
822,6278-2,5/1/2016,Sally Knutson,32/82 King Street,Perth,Consumer,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,39,424.71,6,25.48,399.23,4.5,403.73
823,6280-1,5/2/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,Home Office,High,Aluminum Document Frame,Furniture,5.5,12.22,6.72,46,562.12,6,33.73,528.39,2.85,531.24
824,6280-2,5/2/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,Home Office,High,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,8,28.64,9,2.58,26.06,5.47,31.53
825,6281-1,5/2/2016,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,Consumer,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,25,142.0,10,14.2,127.8,3.6,131.4
826,6285-1,5/5/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,Home Office,Medium,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,3.52,5.58,2.06,13,72.54,6,4.35,68.19,2.99,71.18
827,6287-1,5/8/2016,Michelle Moray,"310 Wattle St,Ultimo",Sydney,Corporate,Low,Fluorescent Highlighters by DrawIt,Office Supplies,1.95,3.98,2.03,27,107.46,6,6.45,101.01,0.83,101.84
828,6288-1,5/8/2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,Corporate,Low,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,20,22.8,9,2.05,20.75,0.7,21.45
829,6290-1,5/9/2016,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,84.22,210.55,126.33,4,842.2,5,42.11,800.09,9.99,810.08
830,6291-1,5/10/2016,Roy Collins,6 Brookman Street,Perth,Corporate,Not Specified,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,34,193.12,6,11.59,181.53,1.39,182.92
831,6293-1,5/12/2016,John Lee,"180 High Street,Windsor",Melbourne,Corporate,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,42,147.84,4,5.91,141.93,6.83,148.76
832,6294-1,5/14/2016,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,Corporate,Not Specified,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,47,173.43,5,8.67,164.76,0.5,165.26
833,6295-1,5/14/2016,George Ashbrook,"506 Swan Street,Richmond",Melbourne,Small Business,Not Specified,Economy Binders,Office Supplies,1.33,2.08,0.75,43,89.44,5,4.47,84.97,1.49,86.46
834,6295-1,5/17/2016,Muhammed MacIntyre,"106 Ebley Street,Bondi Junction",Sydney,Small Business,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,3.88,6.47,2.59,7,45.29,2,0.91,44.38,1.22,45.6
835,6296-1,5/18/2016,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,Corporate,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,8,278.08,0,0.0,278.08,8.22,286.3
836,6298-1,5/19/2016,Rose OBrian,"157 Norton St,Leichhardt",Sydney,Home Office,Medium,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,31,91.14,4,3.65,87.49,0.81,88.3
837,6300-1,5/21/2016,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,Corporate,Critical,Aluminum Document Frame,Furniture,5.5,12.22,6.72,10,122.2,1,1.22,120.98,2.85,123.83
838,6301-1,5/21/2016,Eric Barreto,14 Money Street,Perth,Small Business,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,52.07,83.98,31.91,46,3863.08,6,231.78,3631.3,5.01,3636.31
839,6302-1,5/21/2016,John Lucas,"188 Pitt Street,Sydney",Sydney,Corporate,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,47,1633.72,9,147.03,1486.69,8.22,1494.91
840,6303-1,5/22/2016,Thais Sissman,8 Orange Street,Perth,Corporate,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,1,10.89,0,0.0,10.89,4.5,15.39
841,6304-1,5/22/2016,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,22,41.36,9,3.72,37.64,1.49,39.13
842,6306-1,5/23/2016,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,Small Business,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,5,21.3,1,0.21,21.09,1.2,22.29
843,6307-1,5/26/2016,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,Small Business,Medium,Airmail Envelopes,Office Supplies,52.04,83.93,31.89,5,419.65,4,16.79,402.86,19.99,422.85
844,6309-1,5/27/2016,Lela Donovan,"255 Devonshire St,Surry Hills",Sydney,Corporate,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,1,8.6,6,0.52,8.08,6.19,14.27
845,6311-1,5/29/2016,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,Consumer,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,32,1112.32,2,22.25,1090.07,8.22,1098.29
846,6313-1,5/30/2016,Emily Grady,14 Money Street,Perth,Home Office,Medium,TechSavi Internet Navigator Keyboard,Technology,6.2,30.98,24.78,24,743.52,8,59.48,684.04,4.0,688.04
847,6315-1,5/31/2016,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Consumer,Low,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,49,101.92,8,8.15,93.77,2.56,96.33
848,6316-1,5/31/2016,Bill Donatelli,"101 Murray Street, Perth",Perth,Small Business,High,TechSavi Cordless Access Keyboard,Technology,14.7,29.99,15.29,1,29.99,4,1.2,28.79,5.5,34.29
849,6317-1,6/2/2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,Consumer,Critical,Smiths Bulk Pack Metal Binder Clips,Office Supplies,3.95,6.08,2.13,50,304.0,9,27.36,276.64,1.82,278.46
850,6319-1,6/3/2016,Brad Eason,"8/2 Edward Street, Perth",Sydney,Small Business,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,11,33.88,3,1.02,32.86,0.99,33.85
851,6320-1,6/3/2016,Jeremy Farry,"181 Enmore Rd,Enmore",Sydney,Small Business,Not Specified,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,3,3.42,10,0.34,3.08,0.7,3.78
852,6321-1,6/11/2016,Chuck Clark,101 Murray Street,Perth,Corporate,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,9,25.56,8,2.04,23.52,0.93,24.45
853,6322-1,6/13/2016,Vicky Freymann,"501 George St,Sydney",Sydney,Home Office,Critical,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,12,1829.76,10,182.98,1646.78,4.0,1650.78
854,6324-1,6/14/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,Home Office,Low,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,2,41.98,1,0.42,41.56,4.81,46.37
855,6325-1,6/14/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,Home Office,High,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,37,5641.76,10,564.18,5077.58,4.0,5081.58
856,6325-2,6/14/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,Home Office,High,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,30,1062.3,8,84.98,977.32,1.99,979.31
857,6327-1,6/14/2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,Corporate,Critical,Multimedia Mailers,Office Supplies,99.39,162.93,63.54,36,5865.48,5,293.27,5572.21,19.99,5592.2
858,6328-1,6/14/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,Home Office,Low,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,31,35.34,7,2.47,32.87,0.7,33.57
859,6329-1,6/15/2016,Arthur Prichep,"14/76 Newcastle Street, Perth",Sydney,Home Office,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,11,246.18,1,2.46,243.72,15.1,258.82
860,6330-1,6/15/2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,Corporate,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,31,65.1,8,5.21,59.89,0.7,60.59
861,6332-1,6/18/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,Home Office,Low,UGen RF Keyboard,Technology,81.59,159.99,78.4,31,4959.69,1,49.6,4910.09,5.5,4915.59
862,6333-1,6/19/2016,John Huston,"154 Castlereagh St,Sydney",Sydney,Consumer,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,27,153.36,3,4.6,148.76,3.6,152.36
863,6335-1,6/20/2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,Consumer,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,21.56,36.55,14.99,34,1242.7,10,124.27,1118.43,13.89,1132.32
864,6336-1,6/20/2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,Consumer,Medium,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,47,130.66,10,13.07,117.59,1.34,118.93
865,6336-2,6/20/2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,Consumer,Medium,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,30,78.6,5,3.93,74.67,0.8,75.47
866,6337-1,6/25/2016,Cindy Chapman,101 Murray Street,Perth,Corporate,Not Specified,Wirebound Voice Message Log Book,Office Supplies,2.9,4.76,1.86,5,23.8,9,2.14,21.66,0.88,22.54
867,6338-1,6/28/2016,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,Corporate,Medium,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,25,72.0,4,2.88,69.12,1.49,70.61
868,6339-1,6/29/2016,Cyma Kinney,10 Lake Street,Perth,Small Business,Low,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,1,5.18,2,0.1,5.08,2.04,7.12
869,6339-2,6/29/2016,Cyma Kinney,10 Lake Street,Perth,Small Business,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,2.98,5.84,2.86,4,23.36,9,2.1,21.26,0.83,22.09
870,6340-1,6/29/2016,Brian DeCherney,"523 King St,Newtown",Sydney,Corporate,Critical,Artisan 478 Labels,Office Supplies,3.14,4.91,1.77,28,137.48,8,11.0,126.48,0.5,126.98
871,6342-1,6/30/2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Consumer,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,9,201.42,3,6.04,195.38,15.1,210.48
872,6343-1,6/30/2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,Corporate,High,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,47,59.22,0,0.0,59.22,0.7,59.92
873,6345-1,7/2/2016,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,Home Office,High,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,18,51.84,3,1.56,50.28,0.99,51.27
874,6346-1,7/2/2016,Astrea Jones,"14 Knebworth Avenue, Perth",Sydney,Corporate,Critical,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,16,41.92,9,3.77,38.15,0.8,38.95
875,6347-1,7/2/2016,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,Home Office,Low,Aluminum Document Frame,Furniture,5.5,12.22,6.72,46,562.12,3,16.86,545.26,2.85,548.11
876,6348-1,7/3/2016,Philip Fox,"73 York St,Sydney",Sydney,Home Office,Medium,Assorted Color Push Pins,Office Supplies,0.87,1.81,0.94,50,90.5,8,7.24,83.26,0.75,84.01
877,6349-1,7/5/2016,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,Home Office,Not Specified,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,36,128.88,4,5.16,123.72,5.47,129.19
878,6351-1,7/7/2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,Home Office,High,Pizazz Dustless Chalk Sticks,Office Supplies,1.09,1.68,0.59,50,84.0,9,7.56,76.44,1.0,77.44
879,6352-1,7/11/2016,Katherine Murray,"18 Whistler St,Sydney",Sydney,Home Office,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,2,10.86,3,0.33,10.53,0.95,11.48
880,6353-1,7/12/2016,Debra Catini,"506 Swan Street,Richmond",Melbourne,Small Business,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,22,131.56,7,9.21,122.35,1.49,123.84
881,6354-1,7/16/2016,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,High,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,2,304.96,3,9.15,295.81,4.0,299.81
882,6355-1,7/17/2016,Kean Thornton,65 Palmerston Street,Perth,Corporate,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,0.93,1.6,0.67,39,62.4,10,6.24,56.16,1.29,57.45
883,6356-1,7/27/2016,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,Home Office,Critical,HFX 610 Color Digital Copier / Printer,Technology,269.99,449.99,180.0,3,1349.97,6,81.0,1268.97,24.49,1293.46
884,6358-1,7/28/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,Home Office,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,18,402.84,5,20.14,382.7,15.1,397.8
885,6359-1,8/2/2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,Home Office,Not Specified,Deluxe Rollaway Locking File with Drawer,Office Supplies,178.83,415.88,237.05,4,1663.52,4,66.54,1596.98,11.37,1608.35
886,6361-1,8/3/2016,Michael Stewart,"523 King St,Newtown",Sydney,Small Business,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,49,586.53,9,52.79,533.74,5.81,539.55
887,6362-1,8/4/2016,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,Corporate,High,UGen Ultra Cordless Optical Suite,Technology,54.52,100.97,46.45,41,4139.77,3,124.19,4015.58,7.18,4022.76
888,6364-1,8/5/2016,Beth Thompson,"101 Murray Street, Perth",Sydney,Corporate,High,Pizazz Drawing Pencil Set,Office Supplies,1.17,2.78,1.61,6,16.68,1,0.17,16.51,1.2,17.71
889,6365-1,8/7/2016,Maureen Gastineau,"10 O'Connell St,Sydney",Sydney,Consumer,Not Specified,Airmail Envelopes,Office Supplies,52.04,83.93,31.89,37,3105.41,3,93.16,3012.25,19.99,3032.24
890,6367-1,8/8/2016,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,Home Office,High,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,18,70.02,4,2.8,67.22,7.01,74.23
891,6369-1,8/11/2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,Consumer,High,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,13,47.97,4,1.92,46.05,0.5,46.55
892,6370-1,8/11/2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,Corporate,Medium,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,34,42.84,0,0.0,42.84,0.7,43.54
893,6371-1,8/15/2016,Dave Hallsten,"1 John St,Waterloo",Sydney,Corporate,Low,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,30,116.7,9,10.5,106.2,7.01,113.21
894,6373-1,8/17/2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,Consumer,High,Wirebound Voice Message Log Book,Office Supplies,2.9,4.76,1.86,1,4.76,2,0.1,4.66,0.88,5.54
895,6374-1,8/18/2016,Emily Grady,14 Money Street,Perth,Home Office,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,41,299.3,5,14.97,284.34,7.72,292.06
896,6376-1,8/18/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,Home Office,Low,Colored Envelopes,Office Supplies,2.25,3.69,1.44,16,59.04,2,1.18,57.86,2.5,60.36
897,6377-1,8/20/2016,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,Consumer,Low,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,28,105.84,6,6.35,99.49,0.71,100.2
898,6379-1,8/23/2016,Maria Zettner,"531 King St,Newtown",Sydney,Corporate,Not Specified,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,22,436.48,6,26.19,410.29,4.1,414.39
899,6380-1,8/24/2016,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,Home Office,Low,600 Series Non-Flip,Technology,19.78,45.99,26.21,46,2115.54,10,211.55,1903.99,4.99,1908.98
900,6382-1,8/24/2016,Henry Goldwyn,"541 Church St,Richmond",Melbourne,Small Business,Not Specified,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,34,88.74,0,0.0,88.74,0.5,89.24
901,6384-1,8/24/2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,Home Office,Low,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,16,9599.84,0,0.0,9599.84,24.49,9624.33
902,6384-2,8/24/2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,Home Office,Low,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,39,773.76,1,7.74,766.02,4.1,770.12
903,6387-1,8/24/2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,Small Business,Medium,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,23,63.94,1,0.64,63.3,1.34,64.64
904,6388-1,8/24/2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,Medium,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,16.85,27.18,10.33,50,1359.0,2,27.18,1331.82,8.23,1340.05
905,6389-1,8/27/2016,Lycoris Saunders,"501 George St,Sydney",Sydney,Corporate,High,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,42,545.16,5,27.26,517.9,3.14,521.04
906,6390-1,8/31/2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,Consumer,Critical,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,32,165.76,6,9.95,155.81,2.04,157.85
907,6391-1,9/3/2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Not Specified,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,30,479.4,8,38.35,441.05,4.0,445.05
908,6392-1,9/4/2016,Meg Tillman,"531 King St,Newtown",Sydney,Small Business,Medium,Artisan 48 Labels,Office Supplies,3.84,6.3,2.46,40,252.0,4,10.08,241.92,0.5,242.42
909,6393-1,9/5/2016,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,Consumer,Medium,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,38,143.64,3,4.31,139.33,0.71,140.04
910,6394-1,9/6/2016,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,Home Office,Medium,300 Series Non-Flip,Technology,62.4,155.99,93.59,22,3431.78,2,68.64,3363.14,8.08,3371.22
911,6395-1,9/6/2016,Raymond Fair,"188 Pitt Street,Sydney",Sydney,Small Business,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,1.92,3.26,1.34,38,123.88,2,2.48,121.4,1.86,123.26
912,6396-1,9/13/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,Small Business,Low,Smiths File Caddy,Office Supplies,4.03,9.38,5.35,46,431.48,9,38.83,392.65,7.28,399.93
913,6397-1,9/14/2016,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,Home Office,High,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,26,76.44,3,2.29,74.15,0.81,74.96
914,6399-1,9/15/2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,Small Business,High,Emerson LQ-870 Dot Matrix Printer,Technology,219.61,535.64,316.03,44,23568.16,3,707.04,22861.12,14.7,22875.82
915,6401-1,9/17/2016,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Home Office,Low,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,44,879.12,3,26.37,852.75,4.0,856.75
